Year,Month,Day,Sea_Surface_Temperature,Fishing_Effort_Hours,Fish_Biomass
1999,3,5,29.15,1121,30021
1999,3,6,29.49,1139,29414
1999,3,7,30.11,1221,29369
1999,3,8,28.85,1162,29696
1999,3,9,29.93,1154,29291
1999,3,10,29.08,1229,30109
1999,3,11,29.35,1185,29953
1999,3,12,29.38,1266,29933
1999,3,13,29.71,1175,29626
1999,3,14,29.71,1248,30078
1999,3,15,29.93,1103,29766
1999,3,16,29.34,1160,30229
1999,3,17,29.63,1221,30091
1999,3,18,30.26,1298,29173
1999,3,19,29.44,1149,29585
1999,3,20,29.18,1186,29920
1999,3,21,29.75,1149,30195
1999,3,22,29.77,1254,29581
1999,3,23,29.31,1121,29641
1999,3,24,29.34,1153,29377
1999,3,25,29.38,1119,29985
1999,3,26,29.62,1261,29130
1999,3,27,30.39,1218,29436
1999,3,28,29.66,1255,29985
1999,3,29,29.22,1222,29404
1999,3,30,29.81,1156,29587
1999,3,31,29.67,1230,29919
1999,4,1,30.33,1188,29932
1999,4,2,29.36,1181,30018
1999,4,3,28.92,1168,29762
1999,4,4,29.0,1250,29483
1999,4,5,28.78,1215,30114
1999,4,6,28.74,1276,30171
1999,4,7,28.42,1194,29907
1999,4,8,29.0,1180,29587
1999,4,9,29.11,1203,30002
1999,4,10,28.91,1148,30098
1999,4,11,28.6,1245,30265
1999,4,12,29.76,1192,29415
1999,4,13,29.21,1126,29426
1999,4,14,29.27,1210,30144
1999,4,15,30.26,1203,29576
1999,4,16,29.49,1147,30144
1999,4,17,29.19,1283,29857
1999,4,18,28.88,1236,29611
1999,4,19,30.01,1107,30063
1999,4,20,29.54,1254,29361
1999,4,21,28.56,1132,29990
1999,4,22,28.94,1292,29453
1999,4,23,29.83,1293,29365
1999,4,24,29.66,1250,29498
1999,4,25,28.39,1124,30052
1999,4,26,29.45,1168,29915
1999,4,27,29.14,1169,29415
1999,4,28,28.85,1234,29460
1999,4,29,29.63,1201,29923
1999,4,30,28.64,1109,29632
1999,5,1,28.31,1271,29397
1999,5,2,27.32,1205,30166
1999,5,3,27.67,1227,30479
1999,5,4,28.56,1102,30252
1999,5,5,27.5,1252,29639
1999,5,6,27.84,1124,30396
1999,5,7,27.74,1122,30484
1999,5,8,27.96,1110,30503
1999,5,9,27.87,1160,30352
1999,5,10,27.95,1199,29934
1999,5,11,27.83,1146,30254
1999,5,12,27.91,1159,30572
1999,5,13,28.61,1125,30021
1999,5,14,27.83,1188,30401
1999,5,15,27.8,1146,30562
1999,5,16,27.99,1105,29849
1999,5,17,27.95,1108,30286
1999,5,18,28.28,1289,29918
1999,5,19,27.34,1109,29814
1999,5,20,27.78,1233,29501
1999,5,21,28.14,1265,30029
1999,5,22,27.54,1197,30492
1999,5,23,28.13,1205,29988
1999,5,24,27.67,1124,29938
1999,5,25,28.06,1143,29747
1999,5,26,28.33,1137,29962
1999,5,27,28.03,1133,30423
1999,5,28,28.42,1185,30390
1999,5,29,27.43,1186,30154
1999,5,30,27.59,1263,30328
1999,5,31,28.13,1208,30015
1999,6,1,26.75,1233,29699
1999,6,2,26.9,1175,30503
1999,6,3,26.17,1132,30366
1999,6,4,26.53,1127,30785
1999,6,5,26.88,1167,30382
1999,6,6,26.9,1192,30104
1999,6,7,26.53,1206,30088
1999,6,8,26.15,1213,30730
1999,6,9,26.13,1140,30692
1999,6,10,26.7,1239,30601
1999,6,11,26.22,1259,29976
1999,6,12,26.58,1279,29702
1999,6,13,26.13,1150,30231
1999,6,14,26.06,1273,29908
1999,6,15,26.01,1292,29846
1999,6,16,26.53,1246,29762
1999,6,17,26.22,1155,30127
1999,6,18,26.71,1120,30442
1999,6,19,27.03,1268,30422
1999,6,20,26.18,1258,30715
1999,6,21,26.86,1118,30401
1999,6,22,26.44,1278,29928
1999,6,23,26.26,1146,30072
1999,6,24,26.34,1241,30701
1999,6,25,26.67,1199,29883
1999,6,26,26.93,1267,29953
1999,6,27,26.3,1161,30265
1999,6,28,25.84,1278,30716
1999,6,29,26.65,1183,29868
1999,6,30,25.98,1242,29961
1999,7,1,24.67,1205,30202
1999,7,2,24.64,1152,30467
1999,7,3,25.25,1260,30481
1999,7,4,25.12,1186,30075
1999,7,5,24.79,1270,29962
1999,7,6,25.51,1200,30372
1999,7,7,24.89,1293,30373
1999,7,8,24.73,1238,30591
1999,7,9,25.61,1108,30123
1999,7,10,25.53,1169,30244
1999,7,11,24.85,1240,30463
1999,7,12,25.21,1256,29912
1999,7,13,25.27,1235,30672
1999,7,14,25.09,1290,30293
1999,7,15,24.84,1267,30778
1999,7,16,25.14,1244,30393
1999,7,17,24.99,1268,30635
1999,7,18,24.32,1223,31093
1999,7,19,24.48,1266,30076
1999,7,20,24.45,1294,30594
1999,7,21,25.44,1255,30200
1999,7,22,24.42,1133,30746
1999,7,23,25.31,1114,30486
1999,7,24,24.94,1132,31018
1999,7,25,23.94,1227,30688
1999,7,26,24.91,1119,30385
1999,7,27,26.04,1286,29786
1999,7,28,24.87,1117,30518
1999,7,29,24.51,1215,30102
1999,7,30,24.32,1215,30646
1999,7,31,25.16,1196,30648
1999,8,1,24.01,1278,30303
1999,8,2,25.06,1254,30022
1999,8,3,24.17,1187,31050
1999,8,4,23.99,1241,30717
1999,8,5,24.21,1113,30472
1999,8,6,23.99,1208,31019
1999,8,7,24.23,1172,30731
1999,8,8,23.61,1176,31160
1999,8,9,23.54,1120,30706
1999,8,10,24.34,1294,30629
1999,8,11,23.97,1235,30351
1999,8,12,23.5,1119,30720
1999,8,13,23.71,1197,31251
1999,8,14,23.79,1149,30794
1999,8,15,23.71,1130,30457
1999,8,16,23.17,1239,30926
1999,8,17,24.07,1216,30839
1999,8,18,23.96,1151,30692
1999,8,19,23.77,1265,30697
1999,8,20,23.3,1292,30518
1999,8,21,23.81,1105,31327
1999,8,22,24.61,1194,30817
1999,8,23,24.32,1108,30375
1999,8,24,24.06,1161,31149
1999,8,25,23.71,1191,31107
1999,8,26,23.65,1295,30554
1999,8,27,24.19,1193,31145
1999,8,28,24.08,1173,30510
1999,8,29,23.29,1292,30435
1999,8,30,24.06,1240,30984
1999,8,31,23.92,1264,30219
1999,9,1,24.14,1238,31079
1999,9,2,23.01,1231,30818
1999,9,3,23.48,1156,30917
1999,9,4,23.19,1252,30686
1999,9,5,22.83,1236,30992
1999,9,6,23.25,1123,31388
1999,9,7,22.91,1152,31177
1999,9,8,23.07,1154,31150
1999,9,9,23.95,1265,30648
1999,9,10,23.98,1204,31167
1999,9,11,23.66,1149,30935
1999,9,12,23.26,1278,30724
1999,9,13,23.78,1224,30535
1999,9,14,23.01,1255,30316
1999,9,15,22.92,1193,30767
1999,9,16,23.95,1217,30623
1999,9,17,23.58,1149,30763
1999,9,18,23.83,1293,30104
1999,9,19,22.91,1273,30796
1999,9,20,23.1,1222,30897
1999,9,21,23.45,1137,30598
1999,9,22,23.01,1161,30702
1999,9,23,22.87,1177,31159
1999,9,24,23.37,1219,31279
1999,9,25,23.74,1263,30599
1999,9,26,23.05,1214,31022
1999,9,27,23.54,1292,30554
1999,9,28,23.95,1228,30256
1999,9,29,23.66,1202,30875
1999,9,30,23.3,1190,30480
1999,10,1,24.16,1182,30905
1999,10,2,23.74,1238,30346
1999,10,3,25.02,1247,30653
1999,10,4,23.45,1261,30296
1999,10,5,24.0,1289,30376
1999,10,6,23.74,1275,30937
1999,10,7,23.7,1200,30467
1999,10,8,24.69,1166,30591
1999,10,9,23.58,1272,30263
1999,10,10,23.84,1168,31120
1999,10,11,24.1,1206,30480
1999,10,12,23.88,1157,31052
1999,10,13,24.28,1210,30615
1999,10,14,23.5,1172,31237
1999,10,15,23.8,1113,31187
1999,10,16,23.63,1204,31157
1999,10,17,23.84,1206,30741
1999,10,18,23.66,1169,30533
1999,10,19,23.26,1167,31188
1999,10,20,23.73,1188,30651
1999,10,21,24.2,1291,30585
1999,10,22,24.36,1280,30367
1999,10,23,23.79,1122,30882
1999,10,24,24.15,1259,30160
1999,10,25,23.49,1201,30395
1999,10,26,23.83,1114,30551
1999,10,27,23.89,1145,30851
1999,10,28,23.09,1117,30537
1999,10,29,24.22,1246,31042
1999,10,30,24.14,1114,30734
1999,10,31,24.68,1215,30446
1999,11,1,24.71,1261,30747
1999,11,2,25.19,1205,30446
1999,11,3,25.4,1196,30097
1999,11,4,24.97,1296,30729
1999,11,5,25.24,1285,29969
1999,11,6,24.82,1150,30376
1999,11,7,25.09,1211,30337
1999,11,8,25.0,1184,30417
1999,11,9,24.88,1242,30651
1999,11,10,25.35,1130,30673
1999,11,11,24.8,1187,30518
1999,11,12,24.49,1238,30554
1999,11,13,24.89,1165,30924
1999,11,14,24.77,1217,30290
1999,11,15,25.47,1287,30387
1999,11,16,25.4,1295,30523
1999,11,17,24.63,1257,30991
1999,11,18,24.8,1160,30828
1999,11,19,24.87,1197,30119
1999,11,20,24.33,1170,30305
1999,11,21,24.7,1228,30932
1999,11,22,24.49,1131,30499
1999,11,23,24.39,1222,30624
1999,11,24,25.44,1179,30957
1999,11,25,25.08,1198,30718
1999,11,26,24.87,1107,30369
1999,11,27,24.39,1107,31087
1999,11,28,24.36,1142,30518
1999,11,29,24.75,1208,30683
1999,11,30,24.68,1254,30901
1999,12,1,26.59,1298,30520
1999,12,2,26.28,1221,30644
1999,12,3,26.67,1219,30309
1999,12,4,27.38,1118,30712
1999,12,5,26.78,1262,30395
1999,12,6,25.94,1150,30774
1999,12,7,25.93,1286,30604
1999,12,8,26.01,1182,30615
1999,12,9,25.9,1175,30171
1999,12,10,26.65,1155,30807
1999,12,11,26.17,1232,30052
1999,12,12,27.11,1106,30562
1999,12,13,26.94,1114,30570
1999,12,14,26.59,1294,29767
1999,12,15,26.92,1261,30510
1999,12,16,26.45,1116,30079
1999,12,17,26.22,1177,30523
1999,12,18,26.05,1161,30147
1999,12,19,26.6,1283,29811
1999,12,20,26.65,1264,29961
1999,12,21,26.48,1221,30678
1999,12,22,26.41,1222,30359
1999,12,23,26.3,1125,30446
1999,12,24,26.52,1262,30453
1999,12,25,26.31,1297,29731
1999,12,26,26.27,1104,30206
1999,12,27,26.36,1244,29964
1999,12,28,26.78,1110,30075
1999,12,29,25.93,1127,30535
1999,12,30,27.01,1213,30209
1999,12,31,27.19,1182,29712
2000,1,1,27.89,1261,30055
2000,1,2,28.4,1185,30552
2000,1,3,28.3,1257,30127
2000,1,4,27.46,1283,29989
2000,1,5,28.37,1128,30088
2000,1,6,28.53,1133,30708
2000,1,7,27.22,1223,29936
2000,1,8,28.43,1255,29707
2000,1,9,27.84,1269,30662
2000,1,10,28.34,1269,29923
2000,1,11,27.67,1255,30368
2000,1,12,27.81,1138,30435
2000,1,13,27.8,1264,30004
2000,1,14,28.39,1250,30031
2000,1,15,27.62,1141,30335
2000,1,16,27.87,1317,30574
2000,1,17,28.01,1167,29952
2000,1,18,27.67,1265,30106
2000,1,19,27.71,1210,30519
2000,1,20,27.85,1296,29745
2000,1,21,28.29,1249,30314
2000,1,22,28.28,1204,30673
2000,1,23,28.1,1147,30462
2000,1,24,28.02,1190,29836
2000,1,25,28.1,1271,30564
2000,1,26,27.83,1302,29649
2000,1,27,28.84,1207,30623
2000,1,28,27.21,1195,30398
2000,1,29,28.49,1192,30678
2000,1,30,28.2,1220,29754
2000,1,31,28.43,1304,29598
2000,2,1,29.42,1273,30086
2000,2,2,29.35,1174,29682
2000,2,3,28.34,1294,30061
2000,2,4,28.78,1291,30490
2000,2,5,29.2,1218,30410
2000,2,6,29.15,1298,29729
2000,2,7,29.49,1141,29831
2000,2,8,29.1,1299,30118
2000,2,9,29.07,1280,29614
2000,2,10,28.94,1269,29784
2000,2,11,29.36,1153,30604
2000,2,12,28.73,1238,30068
2000,2,13,30.03,1270,29797
2000,2,14,29.35,1312,30016
2000,2,15,29.1,1124,30715
2000,2,16,28.98,1168,30152
2000,2,17,28.55,1141,30567
2000,2,18,29.01,1304,30405
2000,2,19,29.67,1170,30197
2000,2,20,28.79,1219,30429
2000,2,21,29.12,1157,30454
2000,2,22,28.51,1198,30707
2000,2,23,29.55,1128,30146
2000,2,24,28.54,1280,30042
2000,2,25,28.69,1131,30097
2000,2,26,29.15,1292,29543
2000,2,27,28.97,1138,30601
2000,2,28,28.68,1247,29856
2000,2,29,29.59,1253,29928
2000,3,1,29.29,1182,29705
2000,3,2,29.91,1212,29532
2000,3,3,28.58,1209,30042
2000,3,4,29.8,1233,30036
2000,3,5,29.51,1267,30135
2000,3,6,29.27,1141,30136
2000,3,7,29.23,1157,30545
2000,3,8,30.07,1270,29467
2000,3,9,29.9,1140,30452
2000,3,10,30.14,1211,30069
2000,3,11,29.07,1142,30046
2000,3,12,29.17,1250,30218
2000,3,13,28.81,1189,30473
2000,3,14,30.16,1210,29635
2000,3,15,28.73,1225,30588
2000,3,16,28.97,1226,29958
2000,3,17,28.75,1154,29949
2000,3,18,30.05,1128,29706
2000,3,19,29.41,1276,30381
2000,3,20,29.6,1128,29960
2000,3,21,29.47,1209,29841
2000,3,22,29.47,1264,29742
2000,3,23,28.98,1201,30033
2000,3,24,29.39,1206,30315
2000,3,25,29.23,1194,30266
2000,3,26,29.62,1284,30245
2000,3,27,29.71,1141,30017
2000,3,28,28.74,1120,29820
2000,3,29,29.35,1211,29746
2000,3,30,29.16,1283,30261
2000,3,31,29.27,1123,29925
2000,4,1,29.28,1189,30410
2000,4,2,28.83,1159,30337
2000,4,3,29.4,1243,30132
2000,4,4,29.06,1135,30529
2000,4,5,29.35,1230,30133
2000,4,6,28.63,1252,30360
2000,4,7,29.78,1141,29720
2000,4,8,28.54,1257,30017
2000,4,9,29.12,1314,29597
2000,4,10,29.42,1228,29585
2000,4,11,29.08,1306,29452
2000,4,12,29.5,1120,30501
2000,4,13,28.29,1145,29880
2000,4,14,28.83,1250,29861
2000,4,15,28.74,1279,29818
2000,4,16,29.4,1258,30392
2000,4,17,29.65,1153,29691
2000,4,18,28.92,1133,30252
2000,4,19,29.21,1149,29676
2000,4,20,28.09,1188,30581
2000,4,21,29.04,1200,30490
2000,4,22,29.01,1192,30338
2000,4,23,28.95,1222,29594
2000,4,24,29.31,1305,29630
2000,4,25,29.23,1129,30544
2000,4,26,29.16,1189,29616
2000,4,27,29.51,1170,30444
2000,4,28,28.8,1221,29930
2000,4,29,29.07,1240,30465
2000,4,30,28.62,1130,30646
2000,5,1,28.23,1318,29940
2000,5,2,27.59,1193,29933
2000,5,3,28.12,1278,30636
2000,5,4,27.88,1286,29808
2000,5,5,28.43,1313,29723
2000,5,6,27.09,1273,29958
2000,5,7,28.78,1194,30372
2000,5,8,28.18,1266,30132
2000,5,9,28.09,1270,29735
2000,5,10,27.48,1179,30889
2000,5,11,28.23,1249,29692
2000,5,12,27.53,1121,30201
2000,5,13,27.72,1319,30316
2000,5,14,28.08,1201,30115
2000,5,15,28.1,1241,30072
2000,5,16,28.03,1260,30014
2000,5,17,27.58,1318,29755
2000,5,18,27.56,1264,30086
2000,5,19,28.44,1202,30505
2000,5,20,28.08,1303,29885
2000,5,21,27.83,1146,30161
2000,5,22,27.8,1237,30722
2000,5,23,28.2,1213,29854
2000,5,24,27.3,1173,30422
2000,5,25,27.87,1313,30009
2000,5,26,27.74,1287,30219
2000,5,27,28.06,1176,30249
2000,5,28,27.62,1129,30908
2000,5,29,28.12,1305,30051
2000,5,30,28.46,1144,30753
2000,5,31,28.16,1150,30492
2000,6,1,26.96,1216,30793
2000,6,2,26.29,1304,29977
2000,6,3,26.98,1302,30681
2000,6,4,26.81,1190,30573
2000,6,5,27.06,1314,30346
2000,6,6,26.1,1138,30269
2000,6,7,26.28,1234,30853
2000,6,8,26.74,1144,30392
2000,6,9,26.51,1151,30673
2000,6,10,26.33,1193,30247
2000,6,11,25.95,1279,30139
2000,6,12,26.27,1294,30394
2000,6,13,26.35,1273,30963
2000,6,14,26.76,1274,30781
2000,6,15,26.32,1216,31023
2000,6,16,26.25,1228,30355
2000,6,17,26.94,1264,30164
2000,6,18,26.26,1311,30096
2000,6,19,25.84,1149,31190
2000,6,20,26.17,1269,30408
2000,6,21,26.61,1170,30215
2000,6,22,26.77,1169,30750
2000,6,23,26.83,1203,30172
2000,6,24,25.99,1175,30520
2000,6,25,27.03,1154,30303
2000,6,26,26.54,1171,30614
2000,6,27,26.67,1260,30694
2000,6,28,26.32,1247,30094
2000,6,29,26.19,1263,30740
2000,6,30,25.73,1126,30659
2000,7,1,25.5,1175,30388
2000,7,2,24.9,1235,30829
2000,7,3,25.35,1226,30459
2000,7,4,24.85,1136,31463
2000,7,5,25.35,1174,31101
2000,7,6,24.1,1255,30826
2000,7,7,24.45,1234,31166
2000,7,8,25.45,1294,30834
2000,7,9,25.31,1220,30307
2000,7,10,25.16,1194,31198
2000,7,11,24.56,1223,30486
2000,7,12,25.12,1160,31358
2000,7,13,25.76,1270,30466
2000,7,14,24.72,1131,30736
2000,7,15,25.58,1222,31098
2000,7,16,24.75,1157,31189
2000,7,17,24.94,1299,30213
2000,7,18,24.79,1240,30507
2000,7,19,25.1,1152,31305
2000,7,20,25.43,1308,30937
2000,7,21,24.34,1133,31463
2000,7,22,25.31,1128,30812
2000,7,23,24.62,1214,31256
2000,7,24,24.82,1318,31085
2000,7,25,24.55,1267,31138
2000,7,26,24.65,1247,30477
2000,7,27,24.72,1298,31151
2000,7,28,25.07,1145,30733
2000,7,29,24.62,1201,31167
2000,7,30,24.62,1192,31179
2000,7,31,25.06,1151,31079
2000,8,1,23.44,1181,31219
2000,8,2,23.62,1318,30579
2000,8,3,24.53,1154,31417
2000,8,4,24.57,1133,30636
2000,8,5,23.93,1184,31335
2000,8,6,23.73,1286,30981
2000,8,7,24.79,1132,31423
2000,8,8,23.9,1136,30988
2000,8,9,23.24,1305,31001
2000,8,10,23.08,1222,31352
2000,8,11,23.48,1185,30718
2000,8,12,24.19,1317,30718
2000,8,13,24.62,1173,31055
2000,8,14,24.07,1263,30960
2000,8,15,23.71,1303,31155
2000,8,16,23.4,1177,31311
2000,8,17,24.08,1227,31207
2000,8,18,23.77,1177,31525
2000,8,19,23.92,1132,30761
2000,8,20,24.17,1196,30597
2000,8,21,23.47,1271,30541
2000,8,22,23.83,1210,30588
2000,8,23,24.64,1213,31298
2000,8,24,24.15,1214,31331
2000,8,25,23.76,1254,31186
2000,8,26,23.91,1285,31222
2000,8,27,24.1,1213,31325
2000,8,28,23.79,1289,30740
2000,8,29,24.49,1203,30687
2000,8,30,23.95,1284,30676
2000,8,31,23.71,1153,30969
2000,9,1,23.61,1157,31255
2000,9,2,23.28,1286,31069
2000,9,3,23.02,1180,31721
2000,9,4,22.79,1288,31290
2000,9,5,24.01,1313,30397
2000,9,6,23.75,1213,30748
2000,9,7,23.1,1137,31234
2000,9,8,23.62,1205,30877
2000,9,9,23.54,1301,30703
2000,9,10,24.12,1209,31325
2000,9,11,23.78,1197,30896
2000,9,12,23.63,1137,31481
2000,9,13,22.52,1242,30737
2000,9,14,22.99,1143,30844
2000,9,15,23.11,1156,30918
2000,9,16,23.51,1193,31419
2000,9,17,23.56,1216,30660
2000,9,18,23.62,1209,31101
2000,9,19,23.29,1191,30811
2000,9,20,23.81,1209,31498
2000,9,21,23.6,1129,31002
2000,9,22,23.03,1246,30694
2000,9,23,23.66,1284,30436
2000,9,24,22.8,1235,31061
2000,9,25,22.84,1123,30977
2000,9,26,23.95,1244,30683
2000,9,27,23.77,1307,31361
2000,9,28,23.46,1195,30962
2000,9,29,23.63,1134,31098
2000,9,30,23.4,1186,31229
2000,10,1,23.73,1224,30793
2000,10,2,24.19,1176,31470
2000,10,3,23.96,1253,30498
2000,10,4,24.01,1283,30674
2000,10,5,24.0,1146,31052
2000,10,6,23.43,1303,30810
2000,10,7,23.96,1290,30602
2000,10,8,23.72,1130,31269
2000,10,9,23.37,1261,30703
2000,10,10,25.07,1206,30534
2000,10,11,24.18,1151,31303
2000,10,12,23.97,1221,30546
2000,10,13,24.58,1286,31035
2000,10,14,24.39,1221,31350
2000,10,15,23.62,1134,30815
2000,10,16,23.99,1242,31032
2000,10,17,24.25,1169,31329
2000,10,18,23.94,1202,31416
2000,10,19,23.92,1293,30669
2000,10,20,23.86,1181,31488
2000,10,21,23.93,1302,30733
2000,10,22,24.33,1168,30801
2000,10,23,24.02,1146,31444
2000,10,24,23.3,1298,31271
2000,10,25,23.71,1199,30597
2000,10,26,23.9,1268,31221
2000,10,27,23.12,1156,31623
2000,10,28,23.43,1311,30453
2000,10,29,23.14,1303,30847
2000,10,30,23.99,1245,31090
2000,10,31,23.76,1223,30772
2000,11,1,24.71,1146,31178
2000,11,2,24.4,1279,30671
2000,11,3,25.25,1151,30890
2000,11,4,24.31,1234,30975
2000,11,5,25.34,1282,30763
2000,11,6,24.63,1128,30858
2000,11,7,25.6,1263,30951
2000,11,8,24.65,1190,30597
2000,11,9,25.33,1319,30688
2000,11,10,24.8,1204,30839
2000,11,11,25.23,1275,31011
2000,11,12,24.98,1199,30684
2000,11,13,24.86,1273,30860
2000,11,14,24.91,1159,30636
2000,11,15,24.78,1143,30821
2000,11,16,25.41,1293,30778
2000,11,17,25.11,1150,30666
2000,11,18,25.25,1313,30113
2000,11,19,25.73,1222,30517
2000,11,20,25.15,1162,31118
2000,11,21,24.82,1312,30949
2000,11,22,25.11,1256,31048
2000,11,23,25.62,1258,31025
2000,11,24,24.84,1237,31193
2000,11,25,24.64,1314,30338
2000,11,26,24.77,1224,30547
2000,11,27,25.18,1165,30836
2000,11,28,25.34,1147,30654
2000,11,29,25.14,1278,30997
2000,11,30,25.68,1274,30973
2000,12,1,26.67,1281,30372
2000,12,2,26.38,1225,30310
2000,12,3,26.96,1238,30110
2000,12,4,26.86,1285,30050
2000,12,5,26.19,1287,29970
2000,12,6,25.87,1230,30615
2000,12,7,26.61,1220,30676
2000,12,8,25.87,1260,31000
2000,12,9,26.7,1236,30250
2000,12,10,26.66,1245,30162
2000,12,11,26.61,1188,30267
2000,12,12,26.37,1169,30671
2000,12,13,26.54,1316,30636
2000,12,14,26.26,1209,30369
2000,12,15,26.61,1296,30424
2000,12,16,27.03,1201,30590
2000,12,17,26.82,1232,30904
2000,12,18,26.32,1303,30681
2000,12,19,26.94,1308,30331
2000,12,20,26.49,1137,30750
2000,12,21,26.23,1179,30482
2000,12,22,26.95,1207,30348
2000,12,23,26.76,1149,31050
2000,12,24,25.97,1193,30691
2000,12,25,26.5,1239,30066
2000,12,26,26.33,1159,30210
2000,12,27,26.49,1316,30107
2000,12,28,27.04,1292,29892
2000,12,29,26.08,1126,31075
2000,12,30,25.96,1187,30217
2000,12,31,26.05,1255,30473
2001,1,1,28.39,1335,30323
2001,1,2,27.41,1334,30026
2001,1,3,27.96,1169,30998
2001,1,4,27.83,1155,30227
2001,1,5,27.88,1336,30651
2001,1,6,28.38,1180,30222
2001,1,7,27.85,1146,30638
2001,1,8,28.4,1143,31049
2001,1,9,27.89,1338,30701
2001,1,10,28.4,1154,31089
2001,1,11,27.46,1313,30503
2001,1,12,28.04,1282,30641
2001,1,13,28.42,1193,30869
2001,1,14,28.04,1283,30354
2001,1,15,28.93,1303,29817
2001,1,16,27.62,1213,30457
2001,1,17,27.42,1273,30757
2001,1,18,28.46,1332,30334
2001,1,19,27.99,1222,31008
2001,1,20,27.38,1174,30874
2001,1,21,28.38,1271,29905
2001,1,22,28.49,1196,30851
2001,1,23,27.99,1217,30359
2001,1,24,28.01,1271,30159
2001,1,25,28.0,1149,30816
2001,1,26,27.69,1190,30546
2001,1,27,27.92,1243,30263
2001,1,28,28.0,1194,30511
2001,1,29,28.72,1221,29941
2001,1,30,27.38,1178,30704
2001,1,31,27.84,1323,30734
2001,2,1,28.8,1230,30111
2001,2,2,28.54,1274,30062
2001,2,3,29.47,1174,30806
2001,2,4,29.0,1210,30819
2001,2,5,29.75,1329,30452
2001,2,6,29.77,1192,30219
2001,2,7,29.69,1202,30682
2001,2,8,29.26,1254,30015
2001,2,9,29.56,1167,30150
2001,2,10,28.85,1328,29809
2001,2,11,29.36,1211,30441
2001,2,12,29.59,1337,30426
2001,2,13,28.33,1198,30529
2001,2,14,29.3,1191,30274
2001,2,15,28.73,1201,30172
2001,2,16,28.08,1187,30527
2001,2,17,28.74,1208,30644
2001,2,18,28.33,1225,30315
2001,2,19,28.62,1234,30721
2001,2,20,29.09,1176,30047
2001,2,21,28.68,1210,30213
2001,2,22,28.7,1145,30607
2001,2,23,29.23,1295,30214
2001,2,24,28.98,1275,30336
2001,2,25,29.41,1198,30193
2001,2,26,29.3,1166,30872
2001,2,27,28.77,1158,30487
2001,2,28,28.68,1208,30590
2001,3,1,29.61,1252,29739
2001,3,2,28.76,1242,30848
2001,3,3,29.6,1302,29813
2001,3,4,28.88,1182,30838
2001,3,5,28.71,1143,30222
2001,3,6,29.41,1224,30553
2001,3,7,28.89,1218,30903
2001,3,8,29.41,1286,29970
2001,3,9,29.75,1219,30149
2001,3,10,29.5,1300,30404
2001,3,11,29.73,1215,30263
2001,3,12,29.51,1270,30362
2001,3,13,29.35,1310,30361
2001,3,14,29.31,1337,30305
2001,3,15,29.88,1193,30483
2001,3,16,29.44,1195,30175
2001,3,17,29.13,1202,30378
2001,3,18,29.29,1189,29951
2001,3,19,29.04,1272,30430
2001,3,20,30.26,1171,30656
2001,3,21,29.89,1292,29698
2001,3,22,29.61,1180,29951
2001,3,23,29.63,1184,30575
2001,3,24,29.39,1150,30100
2001,3,25,28.4,1210,31003
2001,3,26,29.35,1215,30248
2001,3,27,30.01,1266,29799
2001,3,28,29.45,1149,30404
